"study_site","p_years_miss","p_years_pres","no_records","country","no_species","no_genus","p_spec","p_gen","p_cors"
"Germany_108000137",77.4,22.6,122,"Germany",29,32,83.6065573770492,13.1147540983607,3.27868852459016
"Germany_108000138",83,17,102,"Germany",32,37,83.3333333333333,15.6862745098039,0.980392156862745
"Germany_108000139",81.1,18.9,92,"Germany",30,29,75,21.7391304347826,3.26086956521739
"Germany_108000142",77.4,22.6,194,"Germany",47,51,63.4020618556701,25.7731958762887,10.8247422680412
"Germany_108000143",75.5,24.5,146,"Germany",21,25,56.8493150684932,26.7123287671233,16.4383561643836
"Germany_108000144",50.9,49.1,258,"Germany",36,39,67.0542635658915,23.6434108527132,9.30232558139535
"Germany_108000145",56.6,43.4,269,"Germany",37,38,68.4014869888476,21.5613382899628,10.0371747211896
"Germany_108000146",60.4,39.6,209,"Germany",31,33,62.200956937799,25.8373205741627,11.9617224880383
"Germany_108000147",81.1,18.9,187,"Germany",47,47,75.4010695187166,24.0641711229947,0.53475935828877
"Germany_108000148",81.1,18.9,183,"Germany",48,45,73.224043715847,26.2295081967213,0.546448087431694
"Germany_108000149",79.2,20.8,146,"Germany",36,42,82.8767123287671,16.4383561643836,0.684931506849315
"Germany_108000150",77.4,22.6,342,"Germany",50,41,57.8947368421053,26.3157894736842,15.7894736842105
"Germany_108000151",73.6,26.4,660,"Germany",67,67,44.0909090909091,37.4242424242424,18.4848484848485
"Germany_108000152",73.6,26.4,824,"Germany",80,75,45.0242718446602,35.5582524271845,19.4174757281553
"Germany_108000153",84.9,15.1,52,"Germany",10,17,42.3076923076923,51.9230769230769,5.76923076923077
"Germany_108000156",69.8,30.2,581,"Germany",82,62,62.1342512908778,27.0223752151463,10.8433734939759
"Germany_108000159",84.9,15.1,341,"Germany",62,59,75.366568914956,12.6099706744868,12.0234604105572
"Germany_108000162",84.9,15.1,306,"Germany",88,78,82.6797385620915,13.3986928104575,3.92156862745098
"Germany_108000164",83,17,392,"Germany",78,78,74.7448979591837,16.0714285714286,9.18367346938776
"Germany_108000165",84.9,15.1,361,"Germany",70,70,77.8393351800554,13.5734072022161,8.58725761772853
"Hungary_114000001",81.1,18.9,151,"Hungary",52,52,60.2649006622517,13.2450331125828,26.4900662251656
"Hungary_114000002",77.4,22.6,265,"Hungary",56,50,78.8679245283019,9.43396226415094,11.6981132075472
"Hungary_114000003",75.5,24.5,353,"Hungary",49,46,71.9546742209632,14.7308781869688,13.314447592068
"Hungary_114000004",77.4,22.6,395,"Hungary",78,72,69.3670886075949,20.253164556962,10.379746835443
"Hungary_114000005",75.5,24.5,249,"Hungary",49,36,72.6907630522088,12.4497991967871,14.859437751004
"Hungary_114000006",75.5,24.5,470,"Hungary",82,69,73.1914893617021,11.2765957446809,15.531914893617
"Hungary_114000007",75.5,24.5,306,"Hungary",69,60,69.281045751634,9.47712418300654,21.2418300653595
"Hungary_114000009",83,17,289,"Hungary",62,57,68.1660899653979,14.5328719723183,17.3010380622837
"Hungary_114000010",81.1,18.9,274,"Hungary",55,57,65.6934306569343,15.3284671532847,18.978102189781
"Hungary_114000011",77.4,22.6,464,"Hungary",100,85,76.0775862068966,12.7155172413793,11.2068965517241
"Hungary_114000012",81.1,18.9,326,"Hungary",56,54,68.0981595092024,13.4969325153374,18.4049079754601
"Hungary_114000013",81.1,18.9,313,"Hungary",63,51,67.7316293929712,13.4185303514377,18.8498402555911
"Hungary_114000014",75.5,24.5,564,"Hungary",101,88,68.9716312056738,15.2482269503546,15.7801418439716
"Hungary_114000015",77.4,22.6,461,"Hungary",91,71,73.1019522776573,10.8459869848156,16.0520607375271
"Hungary_114000016",79.2,20.8,330,"Hungary",76,64,70.6060606060606,10.6060606060606,18.7878787878788
"Hungary_114000017",75.5,24.5,205,"Hungary",42,40,59.5121951219512,9.75609756097561,30.7317073170732
"Hungary_114000018",79.2,20.8,211,"Hungary",47,42,54.9763033175355,19.4312796208531,25.5924170616114
"Hungary_114000019",77.4,22.6,247,"Hungary",66,61,61.5384615384615,17.8137651821862,20.6477732793522
"Hungary_114000020",81.1,18.9,377,"Hungary",93,71,75.0663129973475,8.22281167108753,16.710875331565
"Hungary_114000021",81.1,18.9,230,"Hungary",73,65,81.304347826087,6.95652173913043,11.7391304347826
"Hungary_114000022",77.4,22.6,194,"Hungary",42,35,83.5051546391753,11.340206185567,5.15463917525773
"Hungary_114000023",83,17,103,"Hungary",33,34,62.1359223300971,10.6796116504854,27.1844660194175
"Hungary_114000024",83,17,134,"Hungary",52,42,62.6865671641791,12.6865671641791,24.6268656716418
"Hungary_114000025",84.9,15.1,195,"Hungary",39,38,67.1794871794872,23.0769230769231,9.74358974358974
"Hungary_114000028",81.1,18.9,229,"Hungary",50,48,67.6855895196507,20.5240174672489,11.7903930131004
"Hungary_114000029",84.9,15.1,250,"Hungary",74,72,64,20,16
"Hungary_114000030",79.2,20.8,391,"Hungary",99,87,60.613810741688,19.1815856777494,20.2046035805627
"Hungary_114000031",77.4,22.6,178,"Hungary",42,41,60.6741573033708,25.8426966292135,13.4831460674157
"Hungary_114000032",81.1,18.9,130,"Hungary",43,38,65.3846153846154,20,14.6153846153846
"Hungary_114000033",75.5,24.5,170,"Hungary",47,45,70,15.8823529411765,14.1176470588235
"Hungary_114000034",84.9,15.1,98,"Hungary",28,28,86.734693877551,10.2040816326531,3.06122448979592
"Hungary_114000035",77.4,22.6,167,"Hungary",40,35,81.437125748503,14.3712574850299,4.19161676646707
"Hungary_114000036",77.4,22.6,282,"Hungary",81,78,71.6312056737589,18.4397163120567,9.9290780141844
"Hungary_114000037",75.5,24.5,247,"Hungary",73,77,57.8947368421053,20.2429149797571,21.8623481781377
"Hungary_114000038",77.4,22.6,240,"Hungary",81,70,74.1666666666667,14.1666666666667,11.6666666666667
"Hungary_114000039",77.4,22.6,262,"Hungary",74,72,75.5725190839695,14.8854961832061,9.54198473282443
"Hungary_114000040",79.2,20.8,190,"Hungary",58,58,77.8947368421053,18.4210526315789,3.68421052631579
"Hungary_114000041",79.2,20.8,211,"Hungary",70,65,77.7251184834123,16.1137440758294,6.16113744075829
"Hungary_114000042",79.2,20.8,163,"Hungary",52,55,76.6871165644172,17.1779141104294,6.13496932515337
"Hungary_114000043",77.4,22.6,231,"Hungary",60,58,77.9220779220779,12.1212121212121,9.95670995670996
"Hungary_114000044",77.4,22.6,209,"Hungary",62,58,67.9425837320574,16.7464114832536,15.311004784689
"Hungary_114000045",79.2,20.8,225,"Hungary",64,56,76.4444444444444,14.6666666666667,8.88888888888889
"Hungary_114000046",79.2,20.8,186,"Hungary",55,58,77.9569892473118,13.4408602150538,8.60215053763441
"Hungary_114000047",77.4,22.6,290,"Hungary",60,52,67.5862068965517,12.4137931034483,20
"Hungary_114000048",77.4,22.6,368,"Hungary",80,70,73.0978260869565,9.23913043478261,17.6630434782609
"Hungary_114000049",84.9,15.1,192,"Hungary",56,47,65.625,9.89583333333333,24.4791666666667
"Hungary_114000050",81.1,18.9,234,"Hungary",65,54,81.1965811965812,6.41025641025641,12.3931623931624
"Hungary_114000051",79.2,20.8,243,"Hungary",67,61,71.1934156378601,16.4609053497942,12.3456790123457
"Hungary_114000052",77.4,22.6,225,"Hungary",63,53,85.3333333333333,8,6.66666666666667
"Hungary_114000054",77.4,22.6,203,"Hungary",37,36,81.2807881773399,14.2857142857143,4.43349753694581
"Hungary_114000055",83,17,218,"Hungary",50,48,65.5963302752293,19.7247706422018,14.6788990825688
"Hungary_114000056",77.4,22.6,150,"Hungary",41,45,65.3333333333333,15.3333333333333,19.3333333333333
"Hungary_114000057",84.9,15.1,106,"Hungary",42,44,73.5849056603774,12.2641509433962,14.1509433962264
"Hungary_114000058",79.2,20.8,249,"Hungary",69,67,78.3132530120482,13.6546184738956,8.03212851405623
"Hungary_114000059",75.5,24.5,241,"Hungary",38,36,73.4439834024896,16.597510373444,9.95850622406639
"Hungary_114000061",81.1,18.9,372,"Hungary",75,66,74.1935483870968,9.94623655913978,15.8602150537634
"Hungary_114000062",77.4,22.6,558,"Hungary",106,82,77.9569892473118,8.96057347670251,13.0824372759857
"Hungary_114000063",83,17,231,"Hungary",44,41,77.9220779220779,6.92640692640693,15.1515151515152
"Hungary_114000064",83,17,154,"Hungary",50,48,61.6883116883117,14.9350649350649,23.3766233766234
"Hungary_114000065",81.1,18.9,290,"Hungary",72,64,66.551724137931,17.9310344827586,15.5172413793103
"Hungary_114000066",81.1,18.9,332,"Hungary",94,77,77.710843373494,6.92771084337349,15.3614457831325
"Hungary_114000067",81.1,18.9,171,"Hungary",42,43,70.7602339181287,13.4502923976608,15.7894736842105
"Hungary_114000068",81.1,18.9,260,"Hungary",86,83,79.2307692307692,13.4615384615385,7.30769230769231
"Hungary_114000069",77.4,22.6,213,"Hungary",58,59,69.4835680751174,20.18779342723,10.3286384976526
"Hungary_114000070",81.1,18.9,140,"Hungary",45,48,75.7142857142857,15.7142857142857,8.57142857142857
"Hungary_114000071",79.2,20.8,141,"Hungary",36,33,74.468085106383,16.3120567375887,9.21985815602837
"Hungary_114000072",81.1,18.9,161,"Hungary",30,29,50.9316770186335,11.1801242236025,37.888198757764
"Hungary_114000073",84.9,15.1,183,"Hungary",64,67,66.120218579235,23.4972677595628,10.3825136612022
"Hungary_114000074",81.1,18.9,145,"Hungary",48,46,81.3793103448276,11.7241379310345,6.89655172413793
"Hungary_114000075",81.1,18.9,79,"Hungary",35,36,55.6962025316456,11.3924050632911,32.9113924050633
"Hungary_114000076",81.1,18.9,217,"Hungary",67,71,69.5852534562212,22.1198156682028,8.29493087557604
"Hungary_114000077",77.4,22.6,298,"Hungary",88,79,77.1812080536913,12.751677852349,10.0671140939597
"Hungary_114000078",84.9,15.1,139,"Hungary",30,23,72.6618705035971,15.8273381294964,11.5107913669065
"Hungary_114000080",75.5,24.5,171,"Hungary",43,42,71.3450292397661,15.7894736842105,12.8654970760234
"Hungary_114000081",77.4,22.6,224,"Hungary",55,46,69.1964285714286,15.625,15.1785714285714
"Hungary_114000082",75.5,24.5,252,"Hungary",47,38,63.4920634920635,22.2222222222222,14.2857142857143
"Hungary_114000083",79.2,20.8,227,"Hungary",64,62,67.4008810572687,8.37004405286344,24.2290748898678
"Hungary_114000084",79.2,20.8,188,"Hungary",43,38,61.7021276595745,19.1489361702128,19.1489361702128
"Hungary_114000085",75.5,24.5,315,"Hungary",59,45,66.3492063492063,19.6825396825397,13.968253968254
"Hungary_114000086",75.5,24.5,187,"Hungary",53,45,82.8877005347594,1.60427807486631,15.5080213903743
"Hungary_114000087",77.4,22.6,256,"Hungary",72,66,67.96875,11.328125,20.703125
"Hungary_114000088",73.6,26.4,310,"Hungary",71,57,62.258064516129,22.258064516129,15.4838709677419
"Hungary_114000089",73.6,26.4,315,"Hungary",55,47,62.8571428571429,20.952380952381,16.1904761904762
"Hungary_114000090",75.5,24.5,193,"Hungary",43,42,62.1761658031088,22.7979274611399,15.0259067357513
"Hungary_114000091",77.4,22.6,160,"Hungary",33,30,73.75,17.5,8.75
"Hungary_114000092",73.6,26.4,146,"Hungary",40,36,69.1780821917808,15.0684931506849,15.7534246575342
"Hungary_114000093",77.4,22.6,192,"Hungary",55,54,71.3541666666667,16.1458333333333,12.5
"Ireland_110000001",67.9,32.1,190,"Ireland",24,28,55.7894736842105,8.94736842105263,35.2631578947368
"Ireland_110000002",67.9,32.1,233,"Ireland",26,27,55.793991416309,4.72103004291846,39.4849785407725
"Ireland_110000003",67.9,32.1,272,"Ireland",42,38,63.2352941176471,8.45588235294118,28.3088235294118
"Ireland_110000004",67.9,32.1,259,"Ireland",39,35,62.1621621621622,8.10810810810811,29.7297297297297
"Ireland_110000005",67.9,32.1,220,"Ireland",33,27,63.1818181818182,3.63636363636364,33.1818181818182
"Ireland_110000006",67.9,32.1,219,"Ireland",32,29,60.7305936073059,5.47945205479452,33.7899543378995
"Ireland_110000007",67.9,32.1,240,"Ireland",34,33,48.3333333333333,7.91666666666667,43.75
"Ireland_110000008",69.8,30.2,230,"Ireland",30,27,46.5217391304348,9.56521739130435,43.9130434782609
"Ireland_110000009",67.9,32.1,293,"Ireland",42,39,64.5051194539249,8.19112627986348,27.3037542662116
"Ireland_110000010",67.9,32.1,338,"Ireland",43,42,60.3550295857988,7.39644970414201,32.2485207100592
"Ireland_110000011",69.8,30.2,267,"Ireland",30,31,60.6741573033708,9.36329588014981,29.9625468164794
"Ireland_110000012",69.8,30.2,272,"Ireland",36,33,61.3970588235294,8.45588235294118,30.1470588235294
"Ireland_110000013",67.9,32.1,207,"Ireland",26,26,52.6570048309179,4.83091787439614,42.512077294686
"Ireland_110000014",67.9,32.1,233,"Ireland",35,31,63.0901287553648,3.86266094420601,33.0472103004292
"Ireland_110000015",67.9,32.1,263,"Ireland",39,34,64.2585551330799,4.56273764258555,31.1787072243346
"Ireland_110000016",67.9,32.1,210,"Ireland",31,29,70,5.23809523809524,24.7619047619048
"Italy_113000001",84.9,15.1,144,"Italy",2,16,2.77777777777778,54.8611111111111,42.3611111111111
"Italy_113000002",84.9,15.1,144,"Italy",2,17,1.38888888888889,50.6944444444444,47.9166666666667
"Italy_113000003",84.9,15.1,189,"Italy",2,18,1.05820105820106,43.3862433862434,55.5555555555556
"Italy_113000004",83,17,142,"Italy",1,1,0,0,100
"Italy_113000005",83,17,124,"Italy",1,1,0,0,100
"Latvia_120000001",56.6,43.4,828,"Latvia",120,94,75.2415458937198,11.9565217391304,12.8019323671498
"Latvia_120000002",62.3,37.7,740,"Latvia",123,125,66.3513513513514,19.1891891891892,14.4594594594595
"Latvia_120000003",64.2,35.8,1325,"Latvia",148,132,69.5849056603774,17.5094339622642,12.9056603773585
"Luxemburg_105000001",81.1,18.9,569,"Luxemburg",39,69,28.8224956063269,46.7486818980668,24.4288224956063
"Luxemburg_105000002",81.1,18.9,579,"Luxemburg",38,73,22.6252158894646,50.4317789291883,26.9430051813472
"Luxemburg_105000003",81.1,18.9,478,"Luxemburg",33,69,26.1506276150628,48.5355648535565,25.3138075313808
"Luxemburg_105000004",81.1,18.9,527,"Luxemburg",35,79,22.7703984819734,51.2333965844402,25.9962049335863
"Luxemburg_105000005",81.1,18.9,652,"Luxemburg",48,81,29.9079754601227,46.6257668711656,23.4662576687117
"Luxemburg_105000006",81.1,18.9,486,"Luxemburg",37,61,30.6584362139918,42.3868312757202,26.9547325102881
"Luxemburg_105000007",81.1,18.9,559,"Luxemburg",43,82,27.5491949910555,47.5849731663685,24.865831842576
"Luxemburg_105000008",81.1,18.9,315,"Luxemburg",24,54,20.3174603174603,43.8095238095238,35.8730158730159
"Luxemburg_105000009",81.1,18.9,395,"Luxemburg",20,49,13.9240506329114,47.3417721518987,38.7341772151899
"Luxemburg_105000010",81.1,18.9,363,"Luxemburg",22,51,17.9063360881543,47.9338842975207,34.1597796143251
"Luxemburg_105000011",81.1,18.9,440,"Luxemburg",26,57,21.5909090909091,45.6818181818182,32.7272727272727
"Luxemburg_105000012",81.1,18.9,439,"Luxemburg",34,58,27.7904328018223,44.6469248291572,27.5626423690205
"Luxemburg_105000013",81.1,18.9,263,"Luxemburg",20,45,23.9543726235741,45.6273764258555,30.4182509505703
"Luxemburg_105000014",81.1,18.9,287,"Luxemburg",20,50,19.5121951219512,45.6445993031359,34.8432055749129
"Luxemburg_105000015",81.1,18.9,598,"Luxemburg",47,79,31.9397993311037,46.6555183946488,21.4046822742475
"Luxemburg_105000016",81.1,18.9,583,"Luxemburg",44,76,31.5608919382504,44.9399656946827,23.4991423670669
"Luxemburg_105000017",81.1,18.9,567,"Luxemburg",46,73,35.2733686067019,42.1516754850088,22.5749559082892
"Luxemburg_105000018",81.1,18.9,562,"Luxemburg",38,71,31.1387900355872,49.1103202846975,19.7508896797153
"Luxemburg_105000019",81.1,18.9,550,"Luxemburg",38,67,30.1818181818182,45.8181818181818,24
"Luxemburg_105000020",81.1,18.9,362,"Luxemburg",30,48,27.3480662983425,43.646408839779,29.0055248618785
"Netherlands_117000001",73.6,26.4,481,"Netherlands",80,110,58.004158004158,33.8877338877339,8.10810810810811
"Netherlands_117000002",75.5,24.5,749,"Netherlands",132,146,63.2843791722296,29.2389853137517,7.47663551401869
"Netherlands_117000003",69.8,30.2,553,"Netherlands",99,111,65.0994575045208,28.75226039783,6.14828209764919
"Netherlands_117000004",73.6,26.4,533,"Netherlands",92,112,58.5365853658537,29.4559099437148,12.0075046904315
"Netherlands_117000005",73.6,26.4,486,"Netherlands",99,119,62.5514403292181,30.0411522633745,7.40740740740741
"Netherlands_117000006",73.6,26.4,688,"Netherlands",121,148,60.3197674418605,32.9941860465116,6.68604651162791
"Netherlands_117000007",66,34,1210,"Netherlands",151,161,64.7933884297521,30.0826446280992,5.12396694214876
"Netherlands_117000008",75.5,24.5,413,"Netherlands",43,61,42.1307506053269,41.6464891041162,16.2227602905569
"Netherlands_117000009",66,34,962,"Netherlands",129,141,61.3305613305613,32.2245322245322,6.44490644490645
"Netherlands_117000010",66,34,1093,"Netherlands",140,163,62.1225983531565,34.0347666971638,3.84263494967978
"Netherlands_117000011",64.2,35.8,703,"Netherlands",101,125,55.6187766714083,36.9843527738265,7.39687055476529
"Netherlands_117000012",64.2,35.8,1187,"Netherlands",170,170,60.5728727885425,33.2771693344566,6.14995787700084
"Netherlands_117000013",64.2,35.8,660,"Netherlands",109,129,55.9090909090909,36.3636363636364,7.72727272727273
"Netherlands_117000014",66,34,784,"Netherlands",126,149,57.5255102040816,37.5,4.97448979591837
"Netherlands_117000015",43.4,56.6,1563,"Netherlands",154,161,52.7831094049904,38.2597568777991,8.95713371721049
"Netherlands_117000016",69.8,30.2,604,"Netherlands",95,119,53.8079470198676,36.5894039735099,9.60264900662252
"Netherlands_117000017",39.6,60.4,1307,"Netherlands",149,162,51.4154552410099,37.5669472073451,11.017597551645
"Netherlands_117000018",66,34,1201,"Netherlands",140,153,67.5270607826811,27.5603663613655,4.91257285595337
"Netherlands_117000019",50.9,49.1,1550,"Netherlands",148,163,64,29.8709677419355,6.12903225806452
"Netherlands_117000020",69.8,30.2,1007,"Netherlands",168,166,72.2939424031778,24.9255213505462,2.78053624627607
"Netherlands_117000021",54.7,45.3,1373,"Netherlands",181,168,70.1383831026948,26.6569555717407,3.20466132556446
"Netherlands_117000022",54.7,45.3,1097,"Netherlands",159,148,71.9234275296263,24.9772105742935,3.09936189608022
"Netherlands_117000023",71.7,28.3,800,"Netherlands",151,161,69.125,27,3.875
"Netherlands_117000024",67.9,32.1,623,"Netherlands",120,130,68.8603531300161,26.0032102728732,5.13643659711075
"Netherlands_117000025",71.7,28.3,779,"Netherlands",117,125,73.1707317073171,24.1335044929397,2.69576379974326
"Netherlands_117000027",73.6,26.4,654,"Netherlands",128,136,72.782874617737,23.8532110091743,3.36391437308868
"Netherlands_117000028",71.7,28.3,651,"Netherlands",95,125,59.2933947772657,33.1797235023041,7.52688172043011
"Netherlands_117000029",69.8,30.2,553,"Netherlands",86,104,63.2911392405063,29.8372513562387,6.87160940325497
"Netherlands_117000030",77.4,22.6,395,"Netherlands",80,99,58.9873417721519,32.6582278481013,8.35443037974684
"Netherlands_117000031",79.2,20.8,525,"Netherlands",99,108,70.2857142857143,23.6190476190476,6.09523809523809
"Netherlands_117000032",79.2,20.8,503,"Netherlands",92,110,66.0039761431412,25.4473161033797,8.54870775347912
"Netherlands_117000033",79.2,20.8,511,"Netherlands",106,124,65.1663405088063,27.9843444227006,6.84931506849315
"Netherlands_117000034",73.6,26.4,602,"Netherlands",102,118,60.797342192691,30.3986710963455,8.80398671096346
"Netherlands_117000035",81.1,18.9,201,"Netherlands",50,64,53.7313432835821,35.8208955223881,10.4477611940298
"Netherlands_117000036",83,17,232,"Netherlands",57,68,60.3448275862069,29.3103448275862,10.3448275862069
"Netherlands_117000037",79.2,20.8,438,"Netherlands",90,105,64.1552511415525,27.8538812785388,7.99086757990868
"Netherlands_117000038",75.5,24.5,751,"Netherlands",117,128,67.9094540612517,26.7643142476698,5.32623169107856
"Netherlands_117000039",62.3,37.7,1038,"Netherlands",127,142,63.9691714836224,27.4566473988439,8.57418111753372
"Netherlands_117000040",77.4,22.6,383,"Netherlands",58,85,40.7310704960835,43.0809399477807,16.1879895561358
"Netherlands_117000041",81.1,18.9,562,"Netherlands",105,123,64.5907473309609,26.5124555160142,8.89679715302491
"Netherlands_117000042",79.2,20.8,623,"Netherlands",111,124,65.008025682183,26.9662921348315,8.02568218298555
"Netherlands_117000043",77.4,22.6,433,"Netherlands",78,102,58.1986143187067,32.5635103926097,9.2378752886836
"Netherlands_117000044",77.4,22.6,612,"Netherlands",104,125,63.2352941176471,28.5947712418301,8.16993464052288
"Netherlands_117000045",81.1,18.9,624,"Netherlands",105,125,61.5384615384615,30.6089743589744,7.8525641025641
"Netherlands_117000047",75.5,24.5,390,"Netherlands",86,103,66.1538461538461,27.9487179487179,5.8974358974359
"Netherlands_117000048",77.4,22.6,252,"Netherlands",55,75,58.7301587301587,30.5555555555556,10.7142857142857
"Netherlands_117000049",71.7,28.3,451,"Netherlands",84,108,53.6585365853659,33.9246119733925,12.4168514412417
"Netherlands_117000051",73.6,26.4,701,"Netherlands",117,141,60.9129814550642,30.6704707560628,8.41654778887304
"Netherlands_117000052",73.6,26.4,613,"Netherlands",108,134,63.1321370309951,30.8319738988581,6.03588907014682
"Netherlands_117000053",67.9,32.1,900,"Netherlands",134,158,57.3333333333333,35.1111111111111,7.55555555555556
"Netherlands_117000054",75.5,24.5,389,"Netherlands",50,75,50.8997429305913,39.5886889460154,9.51156812339332
"Norway_111000001",81.1,18.9,158,"Norway",11,16,27.8481012658228,33.5443037974684,38.6075949367089
"Norway_111000002",77.4,22.6,406,"Norway",34,36,49.7536945812808,28.5714285714286,21.6748768472906
"Norway_111000003",71.7,28.3,171,"Norway",21,24,46.1988304093567,23.9766081871345,29.8245614035088
"Norway_111000004",67.9,32.1,223,"Norway",32,23,74.4394618834081,3.58744394618834,21.9730941704036
"Norway_111000005",66,34,351,"Norway",51,40,79.2022792022792,5.12820512820513,15.6695156695157
"Norway_111000006",66,34,256,"Norway",45,39,73.4375,7.8125,18.75
"Norway_111000007",66,34,239,"Norway",34,30,74.4769874476987,6.69456066945607,18.8284518828452
"Norway_111000008",69.8,30.2,647,"Norway",41,48,57.6506955177743,20.4018547140649,21.9474497681607
"Norway_111000009",66,34,381,"Norway",25,29,51.4435695538058,16.010498687664,32.5459317585302
"Norway_111000010",66,34,357,"Norway",24,27,55.4621848739496,16.8067226890756,27.7310924369748
"Norway_111000011",66,34,373,"Norway",24,27,51.4745308310992,16.6219839142091,31.9034852546917
"Norway_111000012",75.5,24.5,206,"Norway",20,24,49.0291262135922,17.4757281553398,33.495145631068
"Norway_111000013",66,34,336,"Norway",22,22,57.4404761904762,9.52380952380952,33.0357142857143
"Norway_111000014",66,34,375,"Norway",29,29,58.1333333333333,11.7333333333333,30.1333333333333
"Norway_111000015",66,34,387,"Norway",30,28,57.6227390180879,12.6614987080103,29.7157622739018
"Norway_111000016",71.7,28.3,275,"Norway",24,27,59.6363636363636,16,24.3636363636364
"Norway_111000017",75.5,24.5,227,"Norway",25,26,55.0660792951542,21.5859030837004,23.3480176211454
"Norway_111000019",84.9,15.1,147,"Norway",20,20,59.8639455782313,12.9251700680272,27.2108843537415
"Norway_111000020",75.5,24.5,214,"Norway",19,20,60.7476635514019,8.8785046728972,30.3738317757009
"Norway_111000021",71.7,28.3,189,"Norway",31,31,38.0952380952381,27.5132275132275,34.3915343915344
"Norway_111000022",71.7,28.3,246,"Norway",18,22,58.9430894308943,11.7886178861789,29.2682926829268
"Norway_111000023",81.1,18.9,189,"Norway",24,27,58.2010582010582,14.8148148148148,26.984126984127
"Norway_111000024",71.7,28.3,289,"Norway",29,33,58.1314878892734,16.6089965397924,25.2595155709343
"Norway_111000025",71.7,28.3,244,"Norway",30,32,46.3114754098361,20.4918032786885,33.1967213114754
"Norway_111000026",71.7,28.3,366,"Norway",30,36,54.9180327868852,18.5792349726776,26.5027322404372
"Norway_111000027",71.7,28.3,287,"Norway",35,39,54.006968641115,20.5574912891986,25.4355400696864
"Norway_111000028",71.7,28.3,270,"Norway",26,30,58.1481481481482,15.5555555555556,26.2962962962963
"Norway_111000029",83,17,198,"Norway",34,38,58.5858585858586,14.1414141414141,27.2727272727273
"Norway_111000030",83,17,206,"Norway",28,29,62.1359223300971,14.5631067961165,23.3009708737864
"Norway_111000031",83,17,252,"Norway",37,34,64.2857142857143,17.4603174603175,18.2539682539683
"Norway_111000032",83,17,188,"Norway",28,29,57.4468085106383,19.6808510638298,22.8723404255319
"Norway_111000033",83,17,133,"Norway",21,24,43.609022556391,23.3082706766917,33.0827067669173
"Norway_111000034",83,17,211,"Norway",35,35,67.2985781990521,9.00473933649289,23.696682464455
"Norway_111000035",83,17,275,"Norway",44,43,65.4545454545455,15.6363636363636,18.9090909090909
"Norway_111000036",83,17,122,"Norway",21,19,54.9180327868852,18.0327868852459,27.0491803278689
"Norway_111000037",83,17,195,"Norway",27,32,54.8717948717949,15.3846153846154,29.7435897435897
"Norway_111000038",83,17,156,"Norway",17,20,57.6923076923077,12.8205128205128,29.4871794871795
"Norway_111000039",83,17,160,"Norway",19,23,60.625,16.875,22.5
"Norway_111000040",83,17,196,"Norway",25,29,65.8163265306122,13.7755102040816,20.4081632653061
"Norway_111000041",84.9,15.1,164,"Norway",21,25,64.6341463414634,15.2439024390244,20.1219512195122
"Norway_111000042",83,17,162,"Norway",24,28,61.1111111111111,15.4320987654321,23.4567901234568
"Norway_111000043",83,17,159,"Norway",23,27,59.1194968553459,13.8364779874214,27.0440251572327
"Norway_111000044",83,17,225,"Norway",27,33,64,18.2222222222222,17.7777777777778
"Norway_111000046",83,17,165,"Norway",19,23,59.3939393939394,18.1818181818182,22.4242424242424
"Norway_111000047",83,17,162,"Norway",22,22,65.4320987654321,11.7283950617284,22.8395061728395
"Norway_111000048",83,17,171,"Norway",19,24,56.7251461988304,17.5438596491228,25.7309941520468
"Norway_111000049",83,17,161,"Norway",18,24,60.2484472049689,17.3913043478261,22.360248447205
"Norway_111000050",83,17,182,"Norway",20,24,62.0879120879121,14.2857142857143,23.6263736263736
"Norway_111000051",83,17,177,"Norway",21,26,58.7570621468927,16.3841807909604,24.8587570621469
"Norway_111000052",83,17,193,"Norway",21,25,63.2124352331606,17.6165803108808,19.1709844559585
"Norway_111000053",77.4,22.6,122,"Norway",17,18,38.5245901639344,14.7540983606557,46.7213114754098
"Norway_111000054",83,17,131,"Norway",15,18,57.2519083969466,17.5572519083969,25.1908396946565
"Norway_111000055",77.4,22.6,210,"Norway",22,25,56.6666666666667,13.3333333333333,30
"Norway_111000056",79.2,20.8,161,"Norway",19,23,54.0372670807453,17.3913043478261,28.5714285714286
"Norway_111000057",77.4,22.6,259,"Norway",26,30,60.2316602316602,20.0772200772201,19.6911196911197
"Norway_111000058",77.4,22.6,228,"Norway",22,23,57.8947368421053,13.1578947368421,28.9473684210526
"Norway_111000059",77.4,22.6,227,"Norway",23,25,63.8766519823789,12.3348017621145,23.7885462555066
"Norway_111000060",77.4,22.6,299,"Norway",29,31,68.561872909699,12.0401337792642,19.3979933110368
"Norway_111000061",77.4,22.6,284,"Norway",32,36,64.0845070422535,16.5492957746479,19.3661971830986
"Norway_111000062",77.4,22.6,183,"Norway",18,20,56.2841530054645,11.4754098360656,32.2404371584699
"Norway_111000063",77.4,22.6,156,"Norway",17,16,54.4871794871795,15.3846153846154,30.1282051282051
"Norway_111000064",79.2,20.8,204,"Norway",19,23,55.8823529411765,19.1176470588235,25
"Norway_111000065",79.2,20.8,218,"Norway",25,25,60.5504587155963,15.1376146788991,24.3119266055046
"Norway_111000066",79.2,20.8,161,"Norway",20,17,60.2484472049689,11.8012422360248,27.9503105590062
