"study_site","p_years_miss","p_years_pres","no_records","country","no_species","no_genus","p_spec","p_gen","p_cors"
"UK_109000266",66,34,331,"UK",1,2,0,1.20845921450151,98.7915407854985
"UK_109000267",71.7,28.3,480,"UK",72,60,67.5,16.4583333333333,16.0416666666667
"UK_109000268",84.9,15.1,141,"UK",30,30,63.1205673758865,17.0212765957447,19.8581560283688
"UK_109000269",75.5,24.5,355,"UK",71,66,64.2253521126761,18.3098591549296,17.4647887323944
"UK_109000270",83,17,271,"UK",66,56,70.1107011070111,12.5461254612546,17.3431734317343
"UK_109000271",81.1,18.9,415,"UK",73,62,66.5060240963855,19.7590361445783,13.7349397590361
"UK_109000272",62.3,37.7,391,"UK",1,2,0,2.0460358056266,97.9539641943734
"UK_109000273",67.9,32.1,405,"UK",1,2,0,0.493827160493827,99.5061728395062
"UK_109000274",77.4,22.6,432,"UK",65,58,72.2222222222222,12.7314814814815,15.0462962962963
"UK_109000275",79.2,20.8,361,"UK",54,52,56.786703601108,15.7894736842105,27.4238227146814
"UK_109000276",77.4,22.6,419,"UK",61,53,71.1217183770883,14.3198090692124,14.5584725536993
"UK_109000277",79.2,20.8,451,"UK",72,62,68.0709534368071,16.1862527716186,15.7427937915743
"UK_109000278",69.8,30.2,271,"UK",1,1,0,0,100
"UK_109000279",79.2,20.8,354,"UK",57,53,57.909604519774,22.8813559322034,19.2090395480226
"UK_109000280",75.5,24.5,448,"UK",69,62,65.1785714285714,17.8571428571429,16.9642857142857
"UK_109000281",77.4,22.6,371,"UK",59,56,66.3072776280324,16.9811320754717,16.711590296496
"UK_109000282",66,34,455,"UK",1,2,0,2.85714285714286,97.1428571428571
"UK_109000283",81.1,18.9,301,"UK",38,44,46.843853820598,24.2524916943522,28.9036544850498
"UK_109000284",77.4,22.6,401,"UK",54,55,49.3765586034913,20.6982543640898,29.925187032419
"UK_109000285",73.6,26.4,571,"UK",74,72,64.9737302977233,19.0893169877408,15.9369527145359
"UK_109000286",73.6,26.4,220,"UK",1,2,0,2.72727272727273,97.2727272727273
"UK_109000287",54.7,45.3,604,"UK",1,1,0,0,100
"UK_109000288",69.8,30.2,508,"UK",52,55,48.0314960629921,26.7716535433071,25.1968503937008
"UK_109000289",81.1,18.9,467,"UK",57,57,53.7473233404711,27.6231263383298,18.6295503211991
"UK_109000290",81.1,18.9,574,"UK",75,81,57.1428571428571,26.1324041811847,16.7247386759582
"UK_109000291",79.2,20.8,515,"UK",66,71,53.7864077669903,27.5728155339806,18.6407766990291
"UK_109000292",81.1,18.9,501,"UK",65,66,54.0918163672655,30.1397205588822,15.7684630738523
"UK_109000293",71.7,28.3,697,"UK",69,65,52.5107604017217,26.3988522238164,21.090387374462
"UK_109000294",81.1,18.9,391,"UK",55,57,53.1969309462916,25.8312020460358,20.9718670076726
"UK_109000295",77.4,22.6,605,"UK",68,70,55.702479338843,25.1239669421488,19.1735537190083
"UK_109000296",69.8,30.2,444,"UK",51,54,52.027027027027,22.5225225225225,25.4504504504505
"UK_109000297",81.1,18.9,289,"UK",54,53,59.5155709342561,17.9930795847751,22.4913494809689
"UK_109000298",79.2,20.8,327,"UK",49,47,56.2691131498471,25.3822629969419,18.348623853211
"UK_109000299",66,34,768,"UK",84,79,59.2447916666667,23.046875,17.7083333333333
"UK_109000300",83,17,268,"UK",38,43,54.1044776119403,29.8507462686567,16.044776119403
"UK_109000301",77.4,22.6,440,"UK",59,60,58.6363636363636,18.8636363636364,22.5
"UK_109000302",69.8,30.2,521,"UK",61,60,49.3282149712092,29.5585412667946,21.1132437619962
"UK_109000303",69.8,30.2,345,"UK",1,2,0,1.73913043478261,98.2608695652174
"UK_109000304",66,34,429,"UK",1,2,0,2.0979020979021,97.9020979020979
"UK_109000305",77.4,22.6,333,"UK",52,51,52.5525525525526,20.7207207207207,26.7267267267267
"UK_109000306",75.5,24.5,529,"UK",60,58,51.4177693761815,28.9224952741021,19.6597353497164
"UK_109000307",81.1,18.9,506,"UK",63,72,54.7430830039526,27.2727272727273,17.9841897233202
"UK_109000308",83,17,330,"UK",45,46,52.4242424242424,19.6969696969697,27.8787878787879
"UK_109000309",83,17,299,"UK",52,52,55.8528428093645,19.3979933110368,24.7491638795987
"UK_109000310",83,17,397,"UK",68,65,59.1939546599496,15.3652392947103,25.4408060453401
"UK_109000311",73.6,26.4,465,"UK",58,60,59.1397849462366,19.5698924731183,21.2903225806452
